Nama,Alamat,Latitude,Longitude
Gulan Motor,Ry Desa Waringin Rt/Rw 01/01,-6.75655,108.300617
Surya Makmur,Jl. Cihampelas 306 RT 03/02,-6.8854,107.604617
Permata Dharma,Jl. Kesambi 201 Rt,-6.733283,108.55375
Pasundan Motor,Jl.Raya Karangnunggal 46 RT014/02,-7.61825,108.143767
Agung Motor,"Jl, Proklamasi 3 Rt.04-02",-6.392,106.847233
Subur Jaya,Jl. Perintis Kemerdekaan,-7.376783,108.210867
Sriwijaya Motor,Jl. Sriwijaya 110 C Rt006/008,-6.944867,107.6127
Darma Perdana,Jl.A.H.Nasution 10 Ujungberung,-6.92515,107.710483
Hartana Motor 3,Jl.Raya Barat Kamasan 55,-7.046717,107.578033
Hero Motor,Jl. Soekarno Hatta 680,-6.9388,107.677867
Raka Motor,Jl.Kapt.Halim Rt 27/07,-6.55955,107.4518
Jembar Baru,Jl.Raya Teluk Jambe No.71,-6.338033,107.308733
Bintang Firdaus Motor,Jl. Raya Soreang No.32 rt/rw 02/14,-7.026883,107.5235
Inti Motor,Jl. Raya Bogor Km. 31/15,-6.368733,106.860283
Tio Motor,Jl. Teratai Raya 135 RT001/017,-6.975767,107.757283
Tawekal Jaya,Jl. Parakan Muncang 142 RT,-6.9558,107.824283
Nuansa Motor,JL. TAMAN GALAXY BLOK AE NO. 189 RT 010/RW 013,-6.26695,106.97145
Wijaya Abadi I,Jl. Raya Wanaraja 88 Rt001/005,-7.17225,107.981467
Aqumas Motor,Jl. Raya Solokan Jeruk no. 188,-7.005567,107.750483
Nur Andhita,JL. RAYA GANDUL NO. 13 RT. 002/RW. 006,-6.34184,106.79269
Gifa Jaya Motor,Jl. Perjuangan 212 Rt 001/005,-6.2791,107.113133
Golden Motor,Jl. Ahmad Yani 43 Rt 012/004,-6.5749,107.756533
Citra Motor,Jl. Alexindo 8 Rt 006/016,-6.2067,106.976133
Pd Solo Motor,Jl.Pangeran Jayakarta,-6.223233,106.985617
Artha Sentra Oto,Jl. Tole Iskandar No.9,-6.405583,106.839467
Raya Motor,Jl. Raya Cimindi No.161,-6.898817,107.56185
Setiakawan,"Brigjen. Dharsono 54, Kertawinangun",-6.718617,108.535767
Mentari,JL. RAYA SETU 18,-6.33648,107.04345
Ujang Motor,JL. RAYA GALUGA KM 20 RT001/001,-6.57503,106.64502
Duta Buana Motor,Jl. Otto Iskandardinata 38,-6.924983,106.933717
Sejahtera Mulia,Jl. Pabuaran No.8 Rt001/001,-6.8953,108.72295
Millenium Putra,Jl. Sentosa Raya No. 15 RT 007/020,-6.38923,106.81998
Nabilah Ii,"Mekar Sari Raya No.22, RT 002/01",-6.254167,107.058617
Zamrud Motor,Jl.Radar Auri No.60 RT001/011,-6.371467,106.876667
Todo Stanley,"Jl. Kalimulya Raya No.25, Jatimulya",-6.445483,106.8249
Prima Graha,Jln Raya Indihiang No.194 Rt,-7.294972,108.200512
Sumber Motor,Jl. Veteran kw5 Rt003/008,-6.301567,107.30815
Cicadas Motor,Mercedes Benz 32 RT.02/02,-6.441667,106.9198
Delima Motor,Cikutra 85 Sukasenang,-6.901933,107.644017
Berkat Rr Abadi 2,Dasa Darma Raya Blok II B 33,-6.271017,107.002017
Jaya Indah Motor,Raya Cilendek 17 RT/RW 002/007,-6.571017,106.7677
Lingga Motor,Jl. Raya bojong 172 rt 005/002,-6.881283,108.496033
Catur,"LEUWILIANG,BTN PURNASARI A/II",-6.57118,106.62612
Tunas Jaya Motor,Terusan Buah batu 289,-6.963783,107.638367
Surya Motor,Raya Pondok Duta 14a,-6.372683,106.855333
Mitra Motor,KH.Usman 129 03/06,-6.22183,107.33494
Tanah Mas Motor 2,Perum Vila Asri Blk.A 20/21 RT07/21,-6.285233,107.034333
Intan Motor,Ds. Karang Satria-Tambun Utara,-6.221617,107.033667
Adimitra Motor,Jl. Raya Tajur 81,-6.638983,106.83555
Tetap Jaya Motor,"JL. RAYA RATNA 12 A, RT 02/02",-6.28137,106.95
Rifana Setia Perkasa,"Rawa Lintah Rt03/06,",-6.282483,107.16315
Sentra Makmur,Raya Cianjur Sukabumi Km 10/8,-6.874367,107.0815
Cv Cahaya Andin,R.A Kartini Blok G Rt.03/04,-6.251483,106.99265
Pasti Jaya Motor,Pelabuhan II km.3 429 RT 001/001,-6.945633,106.918183
PT Fikhas Gunung Putri,Karanggan Muda RT/RW 02/02,-6.45085,106.887767
Mulya Motor,Raya Wado 23 Rt 01/05,-6.9445,108.093033
Mukti Qusuma,Wibawa Mukti II Rt 002/008 121,-6.306283,106.955717
Sawangan Motor,Raya Muctar RT/RW 03/07,-6.398033,106.7716
Rangga Motor,"Jl. Nusantara Raya Blok B1 33,",-6.235833,107.039417
Prima Motor,Jl. Simpang Tiga Cikupa RT 011/004,-7.456733,108.5219
Anugrah Motor,Jend A Yani 105,-6.55115,107.43565
Nusantara Motor,KAMPUNG SAWAH 88 RT 001/004,-6.30552,106.93522
Topan Motor,Jembatan Serong RT. 02/02,-6.41585,106.79725
Terang Motor,Jl. Raya Taman Cimanggu No. 46 RT 002/015,-6.50242,106.75897
Hendra Motor,"Blok Ahad RT/RW 04/02,",-6.891617,108.305867
Cahaya Sakti Motor,Jl. Ronggo Waluyo 68 (Jl. Ulekan),-6.319633,107.295383
Terus Jaya Motor,Jl. Raya Ciawun RT. 05/RW. 08,-7.010783,106.575133
Cakram Motor,Jl. Raya Tegal Danas - Sukamahi,-6.340467,107.173933
Mansyur Motor,Jl. Abdul Gani Cilodong 16,-6.43845,106.84325
Mulia Motor,Jln. Raya Sawangan No. 9A,-6.398817,106.812
Perintis Motor,JL. H. Jole No. 59 RT/RW.01/09,-6.312883,106.989833
Omega Motor,Jl. Empang Pulo No. 39 Rt 01/06,-6.60655,106.793117
Rosamala Motor,Jl. Raya Tonjong Sudimampir,-6.501,106.783767
Shendy Motor,Jl. Cinangka Raya RT. 01/03,-6.368617,106.740567
Rona Meteor,Jl. Raya Cileungsi Jonggol Km 1,-6.40415,106.969367
Mutiara Lestary,Kp. Tegalracak RT 018/007,-6.507667,107.1298
Anugrah Sejahtera,"Jl.Lodaya I Ujung, Kavling Te-",-6.592083,106.805417
Pahlawan Motor,Komp. Sariinten rt.001 rw.009,-6.601617,106.760917
Sagita Motor,kp.Rorotan Rt.02/06 Kel.Kali-,-6.186167,106.984933
Sumber Jaya,Jl.Sumber Jaya 58 Rt.002/001,-6.235417,107.0748
Bojong Honda,Dusun Paratag Rt 013/006,-6.70964,107.50381
Srikandi Motor,Jl. Raya Bojong Kulur Rt001/033,-6.330883,106.967967
Altrastama Perkasa,Jl. Putri Tunggal 42 Rt.005/08,-6.38215,106.886233
Mentari Motor,Jl. Raya Siliwangi 5,-6.93915,107.128767
Makmur Motor,Pajelaran Rt.003/008,-6.473883,106.829967
Karsa Makmur,Jl. Cihanjuang Km.2/211 Rt.02,-6.867533,107.560617
Cv Saudara Motor,Jl. Pemuda Kavling V/29 Rt.004,-6.223333,106.973883
Rizkia Herza Motor,Villa Nusa Indah Blok U3/12,-6.314033,106.97225
Putera Jaya Sentosa,Jl. Pandu RayaRuko 11,-6.590633,106.817167
Raja Motor,JL. RAYA CILEMBUT 12 RT.02/03,-6.53335,106.79328
Tazkia Motor,Ds. Pasir Gombong Rt 02/05,-6.284019,107.153447
Nuansa Indah,JL.TAMAN HARAPAN BARU RAYA RT/RW 007/026,-6.17909,106.99558
Vici Mas Motor,JL. CIBODAS RAYA 40 RT 001/007,-6.92428,107.66507
Obaja Motor,Jl. Raya Laswi 564,-7.034417,107.706967
Samudra Motor,Raya Pekayon 88 Rt.002/02,-6.27905,106.973217
Mirah Motor Ii,"Jl.Raya Kp.Pedurenan,Rt.003/06",-6.326,106.949167
Shendy Motor Ii,Kp. Mariuk Rt 002/002 Ds. Ganda,-6.284283,107.09225
Bdx Motor,Jl.Fatahillah Kp.Pengkolan,-6.266217,107.134917
Prima Graha 2,Jl. Sutisna Senjaya No.176,-7.33235,108.234683
Intan Mulia,Jl.Baru/Under pass RT.10/11,-6.24632,107.01072
Cv Berkah Pratama,Jl.Lingkar Utara RT.005/002,-6.2107,107.029717
Mustika Motor,Jl.Siliwangi No.62 RT.05/02,-6.318867,108.3222
Putra Bintang,Jl.Kampung Tanah Baru RT.01/08,-6.109883,106.99455
Kirana,Jl.Raya Tarumajaya RT/RW 002/001,-6.1452,106.991417
Anugerah Motor,Jl.Kp.Sinagar RT 01/01,-7.284167,107.129033
Berkah Jaya,Dusun Babakan RT/RW.02/04,-7.36825,108.640867
Permata Motor,Jl.Raya Permata Regensi No.06,-6.239417,107.085417
Cv Bintang Firdaus Motor,Kp. Warung 50 Rt 02/02,-7.1026,107.45985
Murni Motor Sukamaju,Jl.Sukamaju Cibongbin,-7.05425,108.749383
Tunas Hartana,Jl Raya Banjaran 473A RT 001/001,-6.898583,107.654417
Mitra Abadi,Jl.Kol.Masturi No.493 RT/RW.01/012,-6.819933,107.5566
Haribaru,Jl. Raya Banjaran 103,-6.999195,107.622478
Graha Karya,Jl.Ki Hajar Dewantara No.103,-6.241617,107.155483
Delima Jaya,Jl. Padasuka 52 Rt 03 Rw 07,-6.896648,107.655238
Cv Almadinah,Cimaning 14 RT.002/007,-6.31845,107.020483
Sahabat Sahara,Jati Kramat Bulak 52 RT/RW.002/003,-6.285417,106.936267
"Surya Jaya Corporation, Cv","Raya Cikaret No.29,Kp.Pos Pabuaran",-6.471017,106.839467
Mitra Perdana,Jl.Raya Ciburuy No.188 Rt 02/02,-6.837883,107.474867
Sinar Abadi Motor,"Jl.Merdeka No.128,Ds.Haurpanggung",-7.198917,107.903117
Munjul Motor,Laswi No. 194,-7.0187,107.653083
Jt Motor,Jl. Kapten Yusuf RT/RW 03/08,-6.626233,106.780233
Indoprima Motor,Jalan KH. Agus Salim No. 108 RT/RW,-6.22425,107.02609
Kintani Motor,Jln. Gunung Batu No. 110 Rt/Rw 7/2,-6.889929,107.569146
Sultan Anugrah,Jl. Babakan Sari I No. 29,-6.922575,107.651403
Sukses Motor,Jl. Sarimanah 82 RT 06/03,-6.877367,107.577585
Berkah Jaya,Desa Cihideung No. 197,-6.815033,107.601742
Yadi Motor,Kp. Kemang Rt 04/07,-6.27199,106.93747
Honda Motocare,Jln.IrH.Juanda No.17 RT/RW 06/02,-6.416557,107.467638
Slawi Motor,Jl.Raya Jati Makmur No.8 RT 007/3,-6.285333,106.918117
Hay Motor 3a,Jln.Raya Cicalengka Wetan Timur,-6.988656,107.841314
Prodiasa,Jln. Raya Bedeng No. 22 RT 48/10,-6.171133,107.297433
Inti Motor,Jln. Ipik Gandamanah RT 02/01,-6.534953,107.454547
PT Sanprima Ii,Kp. Pajeleran RT.06 RW.06,-6.485459,106.816995
Anugerah Soreang,Jln. Raya Soreang-Banjaran PST,-7.032221,107.540955
Tunas Inti 2,Jln.Gempol Sari No.168 RT 006/028,-6.928526,107.555758
"Gemilang Makmur Abadi, Cv",Jl.Ry.Kopo Katapang KM 12 No.193,-6.977092,107.56124
Tehnik Motor,Jl. Raya Jakarta Bogor 353 RT 01/01,-6.448766,106.853034
Bintang Motor,Jl Urip Sumoharjo No 46 RT 003/002,-6.269267,107.177687
Kencana Motor,Kp.Kebon Kopi RT 002/006,-6.379691,106.865145
Kofa Mandiri 2,Jl Kapten Mustofa No 17 RT 01 Rw 05,-6.832426,108.60712
Adhikarsa,Kp. Babakan Sapi RT 08/02,-6.395982,107.797385
Cikajang Motor I,Jl. Raya Cikajang No. 197 Kp Pasar,-7.336544,107.799626
Bintang Motor,"Blok Bencirong, Desa Srengseng",-6.466905,108.454316
Cikajang Motor Ii,Jalan Raya Cikajang,-7.340971,107.799465
Honda Motocare,Jl. Raya Pekapuran RT.004/006,-6.400657,106.87841
Jaya Raya,Jl.Jendral Sudirman No.134,-6.985754,108.488965
Sena Motor,Kp. Sukaresmi RT 026/006,-6.676949,107.691364
Obaja Motor,Jl. Raya Bojongsoang No.105,-6.977498,107.634714
Gumilang Motor,Jl Raya Prapatan - Rajagaluh Blok,-6.702799,108.362472
Daya Anugrah Mandiri,Jl. Kayu Ambon No. 63 RT 002/014,-6.818572,107.625037
Daya Anugrah Mandiri,Jl. Cikawao No. 24 RT 01/04,-6.927845,107.614386
Citra Nugraha,Jl Raya Barat No 36 RT 005/009,-7.363515,108.101908
Cahaya Sukses Motor,"Jl Raya Barat Raya, Perumnas Bumi Teluk",-6.329007,107.288173
Jayadi Motor,"Jl. Raya Pondok Gede, Ruko Onderdil",-6.284084,106.909886
Levita Motor,Dusun Tengah I RT 002/001,-6.104593,107.229835
Pahlawan Motor,Jl Veteran No 48 RT 005/002,-6.595251,106.78513
Mustika Jaya,Jl Ciketing RT 003/007,-6.287899,107.034226
Ranayya,Komp.Bumi Asri VI Jl. Asri A3,-6.894879,107.652997
Sirkuit Motor,Jl Raya Babakan Madang RT 002/001,-6.566624,106.864259
Mustika Motor,"Jl Pahlawan, Kampung Kaum RT 006",-6.488815,106.881585
Daya Anugrah Mandiri,Jl.Oto Iskandardinata RT 003/005,-7.189454,107.889547
Dira Motor,Jl KH Abdullah Bin Nuh No 22 RT,-6.843609,107.12075
Daya Anugrah Mandiri,Jl. Karawitan 42,-6.938912,107.62902
Daya Anugrah Mandiri,Kp. Gudang,-6.737672,107.437953
Daya Anugrah Mandiri,Jl. Raya Citapen 6 RT 05/03,-6.93216,107.494917
Daya Anugrah Mandiri,Kp. Selang Cironggeng RT 02/04,-6.256917,107.102083
Tiga Karya Motor,Jl. Jend. A. Yani 472 RT 05/05,-7.215917,107.9137
Sejahtera Motor,Jl. Sadang Serang Raya 41,-6.891062,107.62712
Sentra Armada,Jl. Pengasinan 46 RT 02/01,-6.424966,106.752122
Catur Putra Jaya,Jl. Raya Cibungbulang Kp. Cimanggu RT 01/01,-6.575321,106.775009
Sukses Motor,Jl. Ciwaruga RT 04/02,-6.865758,107.574633
Karya Perdana,Jl. DI Panjaitan RT 03/05,-6.334233,108.329783
PT. Markoni Mandiri Perkasa,Jl. H. Ikhsan 60 RT 29/10,-6.285417,107.819
Mulya Motor,Jl. Raya Cigending 65 RT 02/09,-6.910511,107.703397
Alphons Motor,Candrabaga Blok AQ.01/07 RT 26/19,-6.185556,107.008278
Toko Surya Amanda Motor,Jl. Rd. Dewi Sartika No. 7 RT 003/009,-6.758087,108.4717
Bengkel Motor,Jl. Cinambo No. 152 RT 005/004,-6.924668,107.689366
Dramaga Motor,Ciputih Gugahsari RT 002/003,-6.57191,106.748041
Dunia Motor,Mekarsari Timur RT 003/004,-6.259254,107.071878
Mitra Karsa,Kp. Cikoronjo RT 001/005,-6.635796,107.187474
Sentra Auto Motor,Kp. Cibarengkok 003/003,-6.410083,106.75508
Mansyur Motor,Jl. Raya Cilangkap RT 002/003,-6.445682,106.862425
Ef'dis Motor,Ruko Palazzo No. 72-73 Mutiara Gading City,-6.160054,107.011673
Tehnik Motor,Kp Kalisuren RT 002/003,-6.45959,106.740176
Dwi Makmur Motor,Jl. K.H. Sholeh Iskandar RT 001/004,-6.568261,106.653038
Agung Abadi Motor,Jl. Arwinda RT 02/01,-6.853149,107.129005
Mahkota Motor,"Jl, Pasar Baru Jonggol RT 002/003",-6.582321,106.990925
Selamat Lestari Mandiri,Kp. Nagrak RT004/001,-7.28145,106.6277
Karang Motor,Kp. Rawa Kalong RT002/004,-6.23308,107.04254
Dealova Motor,JL. RAYA CITAYAM PARUNG NO. 20,-6.44691,106.78248
Mutiara Damai,KP. KUKUN RT012/006,-6.33945,107.11104
Tiga Jaya,JL. SILIWANGI NO. 73,-6.82994,107.13545
Nur Andhita Grogol,JL. GROGOL RAYA,-6.38185,106.79032
Jembar Baru,"DUSUN SALAGEDANG, RT003/004",-6.34265,107.39787
Kinanti Bintang Abadi,JL. KP. SAWAH RT. 001/RW. 001,-6.46031,106.82568
Pacific Motor,"JL. RAYA SUKATANI, KP. GANDU, RT001/001,",-6.16632,107.17854
Ria Jaya Motor,"JL. TERUSAN JAKARTA NO. 32, RT001/012",-6.91296,107.64589
Aldi Motor,JL. PANGERAN WALANGSUNGSANG,-6.91415,108.73233
Fahya Jaya Motor,JL. CIMANUK NO. 103 JAYARAGA,-7.20731,107.8962
Mitra Fajar Ciawi,JL. PELITA I KP. CIHANJARO RT002/003,-7.16085,108.15397
Millenium Motor,JL. RAYA CITAYAM RT001/011,-6.45062,106.79772
Citra Indah Motor,"CITRA INDAH BUKIT RAYA BLOK M-09 NO. 39, RT002/008",-6.44352,107.04255
Cahaya Sakti Motor 2,DUSUN CALUNG RT001/001,-6.34057,107.25044
Mega Motor,JL. KP. BOHLAM RT001/007,-6.741046,106.814046
Isabella Motor,JL. RAYA NAROGONG NO. 21 KM 21 KP. RAWAHINGKIK,-6.398601,106.969616
Sukaraja Motor,"JL. SYEH ABDUL MUHYI, RT002/001",-7.445758,108.196272
Remaja,"Jl. Jend. Ahmad Yani 104, rt02/rw03",-6.4066,107.45555
Darmo Motor,Jl. Veteran 25/V Rt 003/001,-6.33285,108.32465
Daya Anugrah Mandiri,Jl Gardujati 56 Rt-,-6.918017,107.598367
Ultra Jaya,Jl. Ciledug 195 RT 001/011,-7.223367,107.90645
Sinar Mulia,Jl. Mayor Dasuki 187,-6.471583,108.30245
Wijaya Motor,Jend. H. Amir Mahmud RT/RW 3/12,-6.8703,107.535783
Aman Motor,Jl. Raya 75,-6.6463,108.41005
Remaja,Jl. Dsn Tegal Waru Ds.TegalWaru,-6.26415,107.572167
Murni Jaya,Jl. Tugu Utara 312 Rt 014/005,-6.522533,107.673917
Selamet Mitra Motor,JL. KYAI HAJI WAHID HASYIM NOMOR 27,-6.809044,108.615811
Sumber Alam Motor,JL. ARJAWINANGUN - JAGAPURA DUSUN I RT 001/001,-6.533982,108.435664
Kian Jaya,JL. AHMAD YANI NO. 686 RT001/008,-6.85049,107.802565
Usaha Baru Motor,"RUKO KOMPLEK KRANGGAN PERMAI BLOK 06, NO 12",-6.363006,106.948171
Sumjaya Motor,"BLOK SITUSAEUR, KP. NANJUNGSARI, RT005/009",-7.215213,107.844654
Maz Motor,"JL. KHOER AFFANDI KP. ELOS, RT002/003",-7.35325,108.26209
Raihan Motor,JL. RAYA INDUSTRI KP. TABRIK RT010/004,-6.5115,107.42615
"Dealer Honda Pandawa Motor, Pamanukan Subang",JL. ION MARTASASMITA NO. 78 RT 17/05,-6.29288,107.82045
Dealer Honda Daya Motor Radar Auri Depok,JL. RADAR AURI RT.007/007,-6.37229,106.86955
Denis Motor Cycle,"Jl. Raya Semplak No 114, RT 03/04",-6.555429,106.761603
Putra Djaya Pratama,JL. BATUTULIS BALEKAMBANG,-6.62168,106.80864
Bintang Motor,Jl. Arif Rahman Hakim 67,-6.388539,106.817928
Cv Pusaka Harum Mekar,JL. KH. AHMAD SYA'YANI KP. SUMURWANGI RT 002/005,-6.527163,106.777143
Annuwar Motor,KAYU MANIS RT 002/001,-6.540889,106.77113
Asean Jaya Motor,KP. BARU RT 001/005,-6.44563,106.75921
Cahaya Laut Mandiri,JL. BAHAGIA RAYA NO. 9 RT 007/004,-6.39931,106.8512
Kawan Motor,Jl. Mawar 7,-6.590079,106.786393
Hubas Sedayu Putra,JL. ARIEF RAHMAN HAKIM NO. 85 RT 002/003,-6.38858,106.81852
Dunia Sepeda Motor,Jl. Arief Rahman Hakim 54 RT 01/03,-6.389078,106.817375
Suba Motor,Jl. Arief Rahman Hakim 85 RT 02/03,-6.394804,106.799
Varia Motor,Jl. Jendral Ahmad Yani 293,-6.888282,107.594323
Polaris Motor,Jl. Rawa Sari RT 04/05,-6.430838,106.79614
Safira Motor,JL. RAYA LEUWINANGGUNG PRAPATAN 79 NO. 28,-6.40618,106.90463
Pada Suka Motor,Jl. Ahmad Yani 835,-6.888644,107.595409
Sinar Rezeki Motor,JL. SERUA PD. PETIR NO. 2 RT 004/005,-6.36699,106.73301
Surapati Motor,Jl. Surapati 153,-6.899704,107.628936
Mandiri Motor,DRAMAGA TANJAKAN RT 03 RW 05,-6.576336,106.735783
Chandra Motor,Ruko Cikarang Plaza,-6.247422,106.976631
Catur Putra Jaya,JL RAYA NAROGONG KM 14.5 RT 006/RW 004,-6.36594,106.97457
Sakatani Motor,Jl. R. Barahan 117,-6.294368,107.335993
Sumber Rejeki Motor Ii,Jl. Raya Palimanan 39,-6.695345,108.430335
Sumber Motor,Jl. Tuparev 329,-6.3086,107.303907
Setiawan Motor,Jl. Raya Soreang 24,-6.85748,107.519052
Starroll Sukses Mandiri,KP. TLAJUNG RT 001 RW 001,-6.445088,106.916352
Ridho Motor,Jl. Sultan Agung 45,-6.758546,108.484682
Skm Motor,Jl. Kopo Sayati 153,-7.094485,107.47495
Cahaya Motor,Jl. A. H. Nasution 18,-6.879472,107.594691
Sinar Variasi,Jl. Raya Bogor Km.52 Ruko 5,-6.546952,106.824289
Crom Motor,KP. BOJONG KULUR RT 003/003,-6.321711,106.972238
Agung Motor,"JL. IR. H. JUANDA 97, RT 007/001",-6.312486,106.988171
Metro Motor,Jl. Jamika 67,-6.893498,107.539373
Sinar Harapan Motor,Jl. Ir. H. Djuanda 161,-6.266984,106.97853
Sinar Samudra,Jl. Kiaracondong 255,-6.91565,107.580092
Surya Alam Semesta,Jl. Cut Mutiah Blok A6 RT 01/11,-6.239509,107.00482
Tunggul Sakti,JL. NAROGONG KM. 5 NO. 8 RT 003/002,-6.28533,106.98795
Permata Motor,Jl. Kaliabang Nangka 8,-6.202905,107.002238
Sinar 4t Motor,Jl. Terusan Tubagus Ismail 1A,-6.888628,107.595165
Aman Motor,Jl. Mayor Dasuki 43,-6.306011,107.938808
Jakarta Motor,JL. KALIABANG CEGER NO. 199,-6.19121,106.98968
Sami'i Motor,Jl. Pangeran Antasari Plumbon,-6.756447,108.300786
Sempurna I Motor,JL. RAYA SULTAN AGUNG KM 27 NO.8,-6.19332,106.971796
Robby Motor,JL. KALIBARU BARAT RT.01/RW.11,-6.21902,106.96484
Nariga Inti Carsindo,"JL. SULTAN AGUNG NO. 80, BIZ PARK 3 BLOK D 68",-6.21378,106.97927
Harapan Agung Motor,Jl. Perjuangan 27,-6.233598,107.001294
Mitra Jasa Motor,Jl. Perjuangan 61,-6.266984,106.97853
Harapan Motor,"JL. KALIANGGA KAV. D NO.7,",-6.235753,106.972861
Jaya Motor,Jl. Kebon Jukut 5,-6.914632,107.605398
Murni Motor,Jl. Bantar Gebang Utara,-6.266984,106.97853
Bill's Motor,Jl. Raya Cibeureum 45B,-6.892839,107.53912
Milano Motor,Kp. Cikiwul 22,-6.266984,106.97853
Juara Jaya Motor,PERUMAHAN MEGA REGENCY BLOK D 32 NO. 1-4 RT 12/15,-6.38577,107.11562
Garuda Mas Motorindo,JL. JATIMAKMUR NO. 21 RT 002/013,-6.28956,106.94082
Gemilang Motor,RUKO PESONA TAMAN MINI BLOK I NO. 12,-6.2858,106.93551
Cahaya Motor,Jl. Jatimakmur 6A,-6.285068,106.916985
Ali Motor,Jl. Mekar Sari 7,-6.2482,107.060266
Setiawan Motor,Jl. Kamasan 5,-7.094477,107.474938
Tunas Jaya Motor,"BUMI DIRGANTARA PERMAI, JL. MELATI RAYA NO. 72",-6.33445,106.95293
Indo Prima Motor,JL. SULTAN HASANUDIN NO. 179C RT 001/001,-6.248441,107.079848
Pisangan Motor,"JL, RAYA PISANGAN NO. 49 KP. GABUS PABRIK",-6.18928,107.04517
Sahabat Agung Sejahtera,KP. KEBON RT 003/001,-6.259,106.9951
Alphons Motor 2,JL. SELANG BULAK RT 004/002,-6.2409,107.094
Prambanan Motor,Jl. A.H. Nasution 107,-6.888628,107.595144
Arvindo Motorparts,"JL. RE MARTADINATA NO. 08, RT. 006/001",-6.26213,107.141072
Noxus,Jl. Raya Lelea 114,-6.313182,107.986556
Sinar Mas Motor,Jl. Pilar Sukatani no. 19 RT 03/01,-6.247386,106.976566
Pada Suka Motor,JL. YOS SUDARSO NO. 76 RT 002/001,-6.25595,107.14586
Aneka Utama Motor,Jl. Raya Pasar Babela 1,-6.168282,107.045358
Padasuka Motor,Jl. Pulasaren 71,-6.724496,108.564098
Bintang Motor,Jl. Raya Tanjungsari 268,-6.899632,107.80198
Fuji Motor,Jl. Ciateul 14,-6.857488,107.51907
Kingkong Motor,Perum Permata Hijau Permai BR/ 5,-6.203587,107.004563
Intan Motor,Kp. Karajan,-6.511922,107.479654
Mulus Motor,Jl. Letjen Suprapto 1,-6.32393,107.273934
Surya Motor,Jl. K. H. A. Halim 347,-6.835117,108.234449
Santosa Motor,Jl. Ahmad Yani 304,-6.913899,107.633686
Anugrah Jaya Motor,Jl. Siliwangi 14,-6.3054,107.934357
Prima Jaya Motor,Jl. BKR / Cimenyan II 63,-7.373271,108.538431
Kurnia Jaya Motor,Jl. Rajawali Raya 62,-6.743758,108.543599
Hars Motor,Jl. Otto Iskandardinata 8,-6.934928,106.93226
Anugrah Motor,Jl. Raya Tanjungsari 165,-6.894546,107.595823
Aa Motor,Jl. Anyar Kp. Sangkali,-6.857467,107.518974
Kgh2,Jln. Cihampelas No.62,-6.888622,107.595054
Cv Tridjaya Merdeka Motor,JL MERDEKA NO 51,-6.90636,107.61009
Yank Motor,Jl. Cikutra 42,-6.888334,107.593941
Jaya Abdi Motor,Jl. Raya Ujung Berung 123A,-6.888647,107.595135
Hurip Jaya Motor,JL. TUBAGUS ISMAIL RAYA NO. 29 RT 004/008,-6.87807,107.62015
Sumber Rejeki Motor,Jl. Raya Jamblang 12,-6.7083,108.446384
Jome,Gang 1 Utara,-6.476886,108.304059
Daya Adicipta Motora,Jl. Pajajaran No. 115 B-C,-6.907273,107.59202
Bina Motor,Jl. Terusan Jakarta 51,-6.888688,107.595116
Subur Motor,JL. GARUDA NO. 66 RUKO I RT 001/012,-6.91182,107.57781
Sumber Motor,Jl. Raya Plered 133,-6.704986,108.50605
Bar Motor,JL. RAYA ANDIR RT 001/002,-7.03659,107.92025
Mitra Mandiri,JL. DIRGANTARA RAYA NO. 6A RT 007/005,-6.92726,107.55196
Andre Motor,JL. GEMPOL NO. 150 RT 001/001,-6.92912,107.55733
Ns Motor,JL. RAYA NANJUNG NO. 65 RT 003/004,-6.897052,107.621401
Saudara Motor,Jl. Arief Rahman Hakim 56,-6.388793,106.817467
Aman Motor,Jl. Raya Patrol 30,-6.305046,107.932143
Nsp Djaya Motor,Jl. Raya Leuwiliang 12,-6.564149,106.610158
Cv Mandiri Wira Lestari,JL SUKAMENAK NO 109 KEC MARGAHAYU KAB BANDUNG,-6.84415,107.598577
Surya Kencana,Kopo Permai AA 15 RT 07/10,-6.969322,107.584856
Fajar Motor,Jl. Terusan Pasir Koja No. 185,-7.094497,107.47491
Prima Motor,Jl. Raya Cideres 9,-6.762057,108.190862
PT Platinum Mega Abadi,JL MEKAR UTAMA NO 15 BOJONGLOA KIDUL KOTA BANDUNG,-6.937819,106.92392
Gaya Baru Sejati,Jl. Pungkur 103 RT 007/005,-6.893394,107.539388
Cv Wisesa Langgeng Sentosa,JL. PUNGKUR NO. 65 RT 010 RW 005,-6.84426,107.598547
Sang Dewi,JL. DEWI SARTIKA NO. 69 RT 010/005,-6.92609,107.6063
Tekun Oil,Jl. Ciremai Raya D3,-6.783327,108.348134
Cahaya Motor,Jl. Pangeran Mohamad 2,-6.784987,108.341369
Jabar Motor,Jl. Gatot Subroto 15,-6.922549,107.618366
Sanggar Motor,"JL. GATOT SUBROTO NO.321, RT 001/002",-6.888631,107.595057
Cicadas Motor,Jl. Ahmad Yani 656/741,-6.90627,107.6478
Damai Motor,Jl. Tuparev 338/346,-6.30864,107.309604
Yonk Motor,"JL. AHMAD YANI NO.640, RT 001/010",-6.944909,107.612902
Aneka Motor,Jl. Raya Anjatan 133,-6.450471,107.942025
